WKT,LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,TYPE
"MULTIPOINT ((4.6247 36.8634))",36.8634000000,4.6247000000,315.9000000000,1.4000000000,1.2000000000,2003/08/23,"2127",Terra,MODIS,41,"6.03",288.3000000000,15.9000000000,N,0
"MULTIPOINT ((4.621 36.8736))",36.8736000000,4.6210000000,327.2000000000,1.4000000000,1.2000000000,2003/08/23,"2127",Terra,MODIS,100,"6.03",292.5000000000,34.7000000000,N,0
"MULTIPOINT ((4.6059 36.8707))",36.8707000000,4.6059000000,351.8000000000,1.4000000000,1.2000000000,2003/08/23,"2127",Terra,MODIS,100,"6.03",296.9000000000,103.8000000000,N,0
"MULTIPOINT ((4.6315 36.8585))",36.8585000000,4.6315000000,309.3000000000,1.4000000000,1.2000000000,2003/08/23,"2127",Terra,MODIS,47,"6.03",285.9000000000,10.0000000000,N,0
"MULTIPOINT ((4.6244 36.8768))",36.8768000000,4.6244000000,334.0000000000,1.0000000000,1.0000000000,2003/08/24,"0138",Aqua,MODIS,100,"6.03",302.0000000000,28.0000000000,N,0
"MULTIPOINT ((4.6223 36.8679))",36.8679000000,4.6223000000,315.6000000000,1.0000000000,1.0000000000,2003/08/24,"0138",Aqua,MODIS,90,"6.03",300.8000000000,8.0000000000,N,0
"MULTIPOINT ((4.6113 36.8696))",36.8696000000,4.6113000000,312.7000000000,1.0000000000,1.0000000000,2003/08/24,"0138",Aqua,MODIS,73,"6.03",301.9000000000,5.7000000000,N,0
"MULTIPOINT ((4.6354 36.8752))",36.8752000000,4.6354000000,332.6000000000,1.0000000000,1.0000000000,2003/08/24,"0138",Aqua,MODIS,100,"6.03",302.3000000000,26.5000000000,N,0
"MULTIPOINT ((4.6133 36.8785))",36.8785000000,4.6133000000,314.9000000000,1.0000000000,1.0000000000,2003/08/24,"0138",Aqua,MODIS,88,"6.03",301.1000000000,7.0000000000,N,0
"MULTIPOINT ((4.5943 36.6009))",36.6009000000,4.5943000000,321.3000000000,1.4000000000,1.2000000000,2003/08/26,"1054",Terra,MODIS,30,"6.03",307.2000000000,10.0000000000,D,0
"MULTIPOINT ((4.9283 36.8233))",36.8233000000,4.9283000000,326.0000000000,1.4000000000,1.2000000000,2003/08/26,"1230",Aqua,MODIS,52,"6.03",304.4000000000,23.8000000000,D,0
"MULTIPOINT ((4.92 36.8242))",36.8242000000,4.9200000000,328.8000000000,1.4000000000,1.2000000000,2003/08/26,"1230",Aqua,MODIS,74,"6.03",303.8000000000,29.5000000000,D,0
"MULTIPOINT ((5.1352 36.6142))",36.6142000000,5.1352000000,309.9000000000,1.0000000000,1.0000000000,2003/08/28,"2145",Terra,MODIS,27,"6.03",288.9000000000,7.9000000000,N,0
"MULTIPOINT ((4.4195 36.4798))",36.4798000000,4.4195000000,328.3000000000,1.2000000000,1.1000000000,2003/09/02,"1236",Aqua,MODIS,65,"6.03",307.5000000000,18.1000000000,D,0
"MULTIPOINT ((4.9718 36.7956))",36.7956000000,4.9718000000,321.6000000000,2.0000000000,1.4000000000,2003/09/13,"1218",Aqua,MODIS,67,"6.03",291.8000000000,46.3000000000,D,0
"MULTIPOINT ((4.5474 36.5632))",36.5632000000,4.5474000000,320.7000000000,1.4000000000,1.2000000000,2003/09/21,"1307",Aqua,MODIS,59,"6.03",307.2000000000,13.1000000000,D,0
"MULTIPOINT ((4.4324 36.4775))",36.4775000000,4.4324000000,324.1000000000,1.0000000000,1.0000000000,2003/10/01,"1030",Terra,MODIS,70,"6.03",305.4000000000,12.8000000000,D,0
"MULTIPOINT ((5.4683 36.5859))",36.5859000000,5.4683000000,305.9000000000,1.3000000000,1.1000000000,2004/07/24,"2127",Terra,MODIS,66,"6.03",292.2000000000,9.4000000000,N,0
"MULTIPOINT ((4.5584 36.5784))",36.5784000000,4.5584000000,326.3000000000,2.2000000000,1.4000000000,2004/07/29,"1219",Aqua,MODIS,69,"6.03",306.1000000000,42.8000000000,D,0
"MULTIPOINT ((4.5782 36.5826))",36.5826000000,4.5782000000,321.8000000000,2.2000000000,1.4000000000,2004/07/29,"1219",Aqua,MODIS,48,"6.03",305.2000000000,25.8000000000,D,0
"MULTIPOINT ((4.5722 36.5824))",36.5824000000,4.5722000000,325.3000000000,2.2000000000,1.4000000000,2004/07/29,"1219",Aqua,MODIS,67,"6.03",305.1000000000,39.0000000000,D,0
"MULTIPOINT ((4.5525 36.5781))",36.5781000000,4.5525000000,322.1000000000,2.2000000000,1.4000000000,2004/07/29,"1219",Aqua,MODIS,56,"6.03",306.2000000000,29.3000000000,D,0
"MULTIPOINT ((4.5304 36.5258))",36.5258000000,4.5304000000,341.3000000000,1.8000000000,1.3000000000,2004/08/03,"1101",Terra,MODIS,87,"6.03",306.1000000000,78.5000000000,D,0
"MULTIPOINT ((4.5348 36.5252))",36.5252000000,4.5348000000,335.6000000000,1.2000000000,1.1000000000,2004/08/03,"1237",Aqua,MODIS,80,"6.03",308.1000000000,29.7000000000,D,0
"MULTIPOINT ((4.5219 36.523))",36.5230000000,4.5219000000,337.5000000000,1.2000000000,1.1000000000,2004/08/03,"1237",Aqua,MODIS,82,"6.03",310.9000000000,33.9000000000,D,0
"MULTIPOINT ((5.1426 36.6334))",36.6334000000,5.1426000000,326.2000000000,1.3000000000,1.1000000000,2004/08/05,"1048",Terra,MODIS,75,"6.03",304.3000000000,24.1000000000,D,0
"MULTIPOINT ((4.3706 36.466))",36.4660000000,4.3706000000,323.4000000000,1.3000000000,1.1000000000,2004/08/06,"1308",Aqua,MODIS,47,"6.03",306.2000000000,13.5000000000,D,0
"MULTIPOINT ((4.6641 36.7406))",36.7406000000,4.6641000000,344.1000000000,1.0000000000,1.0000000000,2004/08/08,"1256",Aqua,MODIS,90,"6.03",309.4000000000,39.8000000000,D,0
"MULTIPOINT ((4.6523 36.739))",36.7390000000,4.6523000000,327.4000000000,1.0000000000,1.0000000000,2004/08/08,"1256",Aqua,MODIS,72,"6.03",305.5000000000,13.8000000000,D,0
"MULTIPOINT ((5.4678 36.5971))",36.5971000000,5.4678000000,325.6000000000,1.1000000000,1.0000000000,2004/08/08,"1256",Aqua,MODIS,65,"6.03",279.0000000000,23.3000000000,D,0
"MULTIPOINT ((5.2632 36.5558))",36.5558000000,5.2632000000,324.7000000000,1.0000000000,1.0000000000,2004/08/10,"1243",Aqua,MODIS,55,"6.03",309.1000000000,11.7000000000,D,0
"MULTIPOINT ((5.2495 36.4972))",36.4972000000,5.2495000000,333.1000000000,2.0000000000,1.4000000000,2004/08/19,"1100",Terra,MODIS,75,"6.03",305.3000000000,55.3000000000,D,0
"MULTIPOINT ((5.2419 36.4938))",36.4938000000,5.2419000000,329.7000000000,2.0000000000,1.4000000000,2004/08/19,"1100",Terra,MODIS,70,"6.03",306.1000000000,38.8000000000,D,0
"MULTIPOINT ((4.7526 36.5693))",36.5693000000,4.7526000000,324.2000000000,1.2000000000,1.1000000000,2004/08/19,"1237",Aqua,MODIS,66,"6.03",299.3000000000,13.3000000000,D,0
"MULTIPOINT ((4.5765 36.463))",36.4630000000,4.5765000000,321.9000000000,2.1000000000,1.4000000000,2004/08/20,"1005",Terra,MODIS,53,"6.03",304.0000000000,14.2000000000,D,0
"MULTIPOINT ((4.7546 36.5539))",36.5539000000,4.7546000000,333.2000000000,1.0000000000,1.0000000000,2004/08/23,"1036",Terra,MODIS,77,"6.03",309.7000000000,17.4000000000,D,0
"MULTIPOINT ((4.7656 36.5523))",36.5523000000,4.7656000000,330.0000000000,1.0000000000,1.0000000000,2004/08/23,"1036",Terra,MODIS,58,"6.03",307.7000000000,13.7000000000,D,0
"MULTIPOINT ((5.0603 36.6428))",36.6428000000,5.0603000000,312.7000000000,1.3000000000,1.1000000000,2004/08/24,"0153",Aqua,MODIS,30,"6.03",288.1000000000,14.6000000000,N,0
"MULTIPOINT ((5.0776 36.65))",36.6500000000,5.0776000000,309.0000000000,1.3000000000,1.1000000000,2004/08/24,"0153",Aqua,MODIS,35,"6.03",294.1000000000,10.0000000000,N,0
"MULTIPOINT ((5.0747 36.6402))",36.6402000000,5.0747000000,328.6000000000,1.3000000000,1.1000000000,2004/08/24,"0153",Aqua,MODIS,100,"6.03",294.0000000000,35.7000000000,N,0
"MULTIPOINT ((5.28 36.5803))",36.5803000000,5.2800000000,326.8000000000,1.1000000000,1.0000000000,2004/08/24,"1256",Aqua,MODIS,41,"6.03",311.0000000000,11.2000000000,D,0
"MULTIPOINT ((5.3829 36.5293))",36.5293000000,5.3829000000,333.8000000000,1.1000000000,1.0000000000,2004/08/24,"1256",Aqua,MODIS,64,"6.03",310.2000000000,20.3000000000,D,0
"MULTIPOINT ((5.3706 36.5278))",36.5278000000,5.3706000000,332.8000000000,1.1000000000,1.0000000000,2004/08/24,"1256",Aqua,MODIS,69,"6.03",311.5000000000,18.1000000000,D,0
"MULTIPOINT ((5.4265 36.5893))",36.5893000000,5.4265000000,330.6000000000,1.1000000000,1.0000000000,2004/08/24,"1256",Aqua,MODIS,67,"6.03",313.5000000000,16.0000000000,D,0
"MULTIPOINT ((5.3834 36.6218))",36.6218000000,5.3834000000,328.8000000000,1.1000000000,1.0000000000,2004/08/24,"1256",Aqua,MODIS,61,"6.03",312.0000000000,13.6000000000,D,0
"MULTIPOINT ((5.0542 36.6577))",36.6577000000,5.0542000000,311.1000000000,2.8000000000,1.6000000000,2004/08/24,"2222",Terra,MODIS,82,"6.03",297.2000000000,28.8000000000,N,0
"MULTIPOINT ((4.7109 36.8756))",36.8756000000,4.7109000000,308.9000000000,2.7000000000,1.6000000000,2004/08/24,"2222",Terra,MODIS,71,"6.03",297.2000000000,19.0000000000,N,0
"MULTIPOINT ((5.0879 36.6745))",36.6745000000,5.0879000000,309.8000000000,2.8000000000,1.6000000000,2004/08/24,"2222",Terra,MODIS,78,"6.03",296.8000000000,25.4000000000,N,0
"MULTIPOINT ((5.0852 36.6598))",36.6598000000,5.0852000000,318.5000000000,2.8000000000,1.6000000000,2004/08/24,"2222",Terra,MODIS,97,"6.03",297.4000000000,55.6000000000,N,0
"MULTIPOINT ((5.0799 36.6619))",36.6619000000,5.0799000000,326.2000000000,2.8000000000,1.6000000000,2004/08/24,"2222",Terra,MODIS,100,"6.03",297.7000000000,93.6000000000,N,0
"MULTIPOINT ((5.3692 36.5949))",36.5949000000,5.3692000000,324.0000000000,1.1000000000,1.0000000000,2004/08/25,"1024",Terra,MODIS,38,"6.03",308.9000000000,9.2000000000,D,0
"MULTIPOINT ((4.6125 36.6059))",36.6059000000,4.6125000000,322.5000000000,4.2000000000,1.9000000000,2004/08/25,"1339",Aqua,MODIS,18,"6.03",304.3000000000,60.6000000000,D,0
"MULTIPOINT ((4.5978 36.6429))",36.6429000000,4.5978000000,304.8000000000,1.4000000000,1.2000000000,2004/08/25,"2127",Terra,MODIS,55,"6.03",294.7000000000,7.5000000000,N,0
"MULTIPOINT ((5.3926 36.6145))",36.6145000000,5.3926000000,314.9000000000,1.3000000000,1.1000000000,2004/08/25,"2127",Terra,MODIS,89,"6.03",296.6000000000,15.7000000000,N,0
"MULTIPOINT ((5.4075 36.617))",36.6170000000,5.4075000000,310.3000000000,1.3000000000,1.1000000000,2004/08/25,"2127",Terra,MODIS,78,"6.03",297.2000000000,10.5000000000,N,0
"MULTIPOINT ((5.4328 36.5594))",36.5594000000,5.4328000000,311.2000000000,1.3000000000,1.1000000000,2004/08/25,"2127",Terra,MODIS,81,"6.03",295.6000000000,11.8000000000,N,0
"MULTIPOINT ((5.435 36.5494))",36.5494000000,5.4350000000,306.3000000000,1.3000000000,1.1000000000,2004/08/25,"2127",Terra,MODIS,65,"6.03",295.5000000000,7.4000000000,N,0
"MULTIPOINT ((5.1717 36.55))",36.5500000000,5.1717000000,311.7000000000,1.0000000000,1.0000000000,2004/08/26,"0140",Aqua,MODIS,83,"6.03",294.4000000000,9.9000000000,N,0
"MULTIPOINT ((4.541 36.5159))",36.5159000000,4.5410000000,311.3000000000,1.0000000000,1.0000000000,2004/08/26,"0140",Aqua,MODIS,82,"6.03",296.5000000000,8.6000000000,N,0
"MULTIPOINT ((5.4575 36.6009))",36.6009000000,5.4575000000,321.9000000000,1.0000000000,1.0000000000,2004/09/01,"1030",Terra,MODIS,39,"6.03",308.6000000000,9.1000000000,D,0
"MULTIPOINT ((4.9155 36.6961))",36.6961000000,4.9155000000,324.3000000000,1.0000000000,1.0000000000,2004/09/01,"1030",Terra,MODIS,39,"6.03",310.2000000000,8.2000000000,D,0
"MULTIPOINT ((5.2591 36.6205))",36.6205000000,5.2591000000,324.7000000000,1.1000000000,1.1000000000,2004/09/04,"1237",Aqua,MODIS,62,"6.03",305.3000000000,13.5000000000,D,0
"MULTIPOINT ((4.7536 36.7109))",36.7109000000,4.7536000000,323.1000000000,1.2000000000,1.1000000000,2004/09/04,"1237",Aqua,MODIS,63,"6.03",307.2000000000,10.6000000000,D,0
"MULTIPOINT ((4.4623 36.5183))",36.5183000000,4.4623000000,323.9000000000,2.1000000000,1.4000000000,2004/09/05,"1005",Terra,MODIS,50,"6.03",298.8000000000,41.2000000000,D,0
"MULTIPOINT ((4.6468 36.7761))",36.7761000000,4.6468000000,304.5000000000,1.4000000000,1.2000000000,2004/09/06,"0122",Aqua,MODIS,49,"6.03",288.9000000000,7.5000000000,N,0
"MULTIPOINT ((4.6536 36.7673))",36.7673000000,4.6536000000,310.9000000000,1.4000000000,1.2000000000,2004/09/06,"0122",Aqua,MODIS,16,"6.03",290.9000000000,14.4000000000,N,0
"MULTIPOINT ((5.3007 36.6119))",36.6119000000,5.3007000000,310.0000000000,1.2000000000,1.1000000000,2004/09/06,"0122",Aqua,MODIS,77,"6.03",293.8000000000,9.5000000000,N,0
"MULTIPOINT ((5.3081 36.6013))",36.6013000000,5.3081000000,311.3000000000,1.2000000000,1.1000000000,2004/09/06,"0122",Aqua,MODIS,58,"6.03",291.6000000000,11.8000000000,N,0
"MULTIPOINT ((5.308 36.6115))",36.6115000000,5.3080000000,307.3000000000,1.2000000000,1.1000000000,2004/09/06,"0122",Aqua,MODIS,25,"6.03",293.7000000000,7.8000000000,N,0
"MULTIPOINT ((5.1782 36.5624))",36.5624000000,5.1782000000,313.9000000000,1.9000000000,1.3000000000,2004/09/08,"0110",Aqua,MODIS,72,"6.03",284.5000000000,36.5000000000,N,0
"MULTIPOINT ((5.1838 36.5678))",36.5678000000,5.1838000000,313.1000000000,1.9000000000,1.3000000000,2004/09/08,"0110",Aqua,MODIS,78,"6.03",287.9000000000,34.8000000000,N,0
"MULTIPOINT ((4.4897 36.5247))",36.5247000000,4.4897000000,327.5000000000,1.0000000000,1.0000000000,2004/09/09,"1256",Aqua,MODIS,68,"6.03",307.9000000000,12.5000000000,D,0
"MULTIPOINT ((4.4783 36.5232))",36.5232000000,4.4783000000,325.2000000000,1.0000000000,1.0000000000,2004/09/09,"1256",Aqua,MODIS,48,"6.03",310.6000000000,9.6000000000,D,0
"MULTIPOINT ((4.4973 36.5297))",36.5297000000,4.4973000000,306.8000000000,2.6000000000,1.5000000000,2004/09/09,"2222",Terra,MODIS,69,"6.03",286.7000000000,31.6000000000,N,0
"MULTIPOINT ((4.5059 36.5244))",36.5244000000,4.5059000000,304.4000000000,2.6000000000,1.5000000000,2004/09/09,"2222",Terra,MODIS,60,"6.03",287.3000000000,26.0000000000,N,0
"MULTIPOINT ((4.5219 36.5534))",36.5534000000,4.5219000000,328.0000000000,1.1000000000,1.1000000000,2004/09/10,"1024",Terra,MODIS,76,"6.03",302.9000000000,19.0000000000,D,0
"MULTIPOINT ((4.3973 36.4769))",36.4769000000,4.3973000000,323.4000000000,2.2000000000,1.4000000000,2004/09/11,"1106",Terra,MODIS,66,"6.03",300.3000000000,39.9000000000,D,0
"MULTIPOINT ((5.26 36.5693))",36.5693000000,5.2600000000,320.6000000000,1.0000000000,1.0000000000,2004/09/11,"1243",Aqua,MODIS,16,"6.03",307.3000000000,6.9000000000,D,0
"MULTIPOINT ((4.9055 36.5982))",36.5982000000,4.9055000000,324.1000000000,1.0000000000,1.0000000000,2004/09/11,"1244",Aqua,MODIS,62,"6.03",308.9000000000,6.1000000000,D,0
"MULTIPOINT ((4.9334 36.5677))",36.5677000000,4.9334000000,348.7000000000,1.6000000000,1.2000000000,2004/09/12,"1011",Terra,MODIS,93,"6.03",306.4000000000,89.6000000000,D,0
"MULTIPOINT ((4.664 36.7196))",36.7196000000,4.6640000000,324.7000000000,1.6000000000,1.3000000000,2004/09/12,"1011",Terra,MODIS,64,"6.03",306.0000000000,24.5000000000,D,0
"MULTIPOINT ((5.2636 36.531))",36.5310000000,5.2636000000,332.8000000000,2.9000000000,1.6000000000,2004/09/12,"1326",Aqua,MODIS,79,"6.03",299.6000000000,110.0000000000,D,0
"MULTIPOINT ((5.2254 36.5285))",36.5285000000,5.2254000000,325.0000000000,2.9000000000,1.6000000000,2004/09/12,"1326",Aqua,MODIS,64,"6.03",299.5000000000,63.0000000000,D,0
"MULTIPOINT ((5.2564 36.5336))",36.5336000000,5.2564000000,338.5000000000,2.9000000000,1.6000000000,2004/09/12,"1326",Aqua,MODIS,86,"6.03",299.9000000000,149.3000000000,D,0
"MULTIPOINT ((5.1283 36.5982))",36.5982000000,5.1283000000,310.0000000000,1.1000000000,1.0000000000,2004/09/13,"0128",Aqua,MODIS,79,"6.03",291.6000000000,9.9000000000,N,0
"MULTIPOINT ((5.1148 36.6))",36.6000000000,5.1148000000,303.7000000000,1.1000000000,1.0000000000,2004/09/13,"0128",Aqua,MODIS,57,"6.03",292.1000000000,5.3000000000,N,0
"MULTIPOINT ((5.1646 36.6031))",36.6031000000,5.1646000000,305.9000000000,1.1000000000,1.0000000000,2004/09/13,"0128",Aqua,MODIS,66,"6.03",291.9000000000,6.6000000000,N,0
"MULTIPOINT ((4.5676 36.6007))",36.6007000000,4.5676000000,321.1000000000,1.4000000000,1.2000000000,2004/09/13,"1054",Terra,MODIS,57,"6.03",302.0000000000,17.1000000000,D,0
"MULTIPOINT ((4.5629 36.607))",36.6070000000,4.5629000000,319.1000000000,1.4000000000,1.2000000000,2004/09/13,"1054",Terra,MODIS,46,"6.03",302.8000000000,14.9000000000,D,0
"MULTIPOINT ((4.5705 36.5617))",36.5617000000,4.5705000000,367.3000000000,1.4000000000,1.2000000000,2004/09/13,"1054",Terra,MODIS,100,"6.03",303.9000000000,167.6000000000,D,0
"MULTIPOINT ((4.5691 36.5551))",36.5551000000,4.5691000000,356.7000000000,1.4000000000,1.2000000000,2004/09/13,"1231",Aqua,MODIS,98,"6.03",309.8000000000,110.4000000000,D,0
"MULTIPOINT ((4.5621 36.5698))",36.5698000000,4.5621000000,337.1000000000,1.4000000000,1.2000000000,2004/09/13,"1231",Aqua,MODIS,86,"6.03",305.7000000000,45.8000000000,D,0
"MULTIPOINT ((4.5636 36.5591))",36.5591000000,4.5636000000,341.9000000000,1.4000000000,1.2000000000,2004/09/13,"1231",Aqua,MODIS,89,"6.03",309.8000000000,57.8000000000,D,0
"MULTIPOINT ((4.5779 36.5618))",36.5618000000,4.5779000000,335.3000000000,1.4000000000,1.2000000000,2004/09/13,"1231",Aqua,MODIS,84,"6.03",309.0000000000,38.1000000000,D,0
"MULTIPOINT ((4.5531 36.5631))",36.5631000000,4.5531000000,327.1000000000,1.4000000000,1.2000000000,2004/09/13,"1231",Aqua,MODIS,66,"6.03",305.3000000000,23.3000000000,D,0
"MULTIPOINT ((4.5674 36.5657))",36.5657000000,4.5674000000,341.7000000000,1.4000000000,1.2000000000,2004/09/13,"1231",Aqua,MODIS,89,"6.03",307.1000000000,57.0000000000,D,0
"MULTIPOINT ((4.6966 36.7))",36.7000000000,4.6966000000,327.5000000000,1.4000000000,1.2000000000,2004/09/13,"1231",Aqua,MODIS,76,"6.03",304.2000000000,26.2000000000,D,0
"MULTIPOINT ((4.7113 36.7027))",36.7027000000,4.7113000000,321.1000000000,1.4000000000,1.2000000000,2004/09/13,"1231",Aqua,MODIS,64,"6.03",303.9000000000,14.6000000000,D,0
"MULTIPOINT ((5.3892 36.6017))",36.6017000000,5.3892000000,317.0000000000,1.9000000000,1.3000000000,2004/09/14,"1314",Aqua,MODIS,24,"6.03",296.8000000000,18.0000000000,D,0
"MULTIPOINT ((4.892 36.6774))",36.6774000000,4.8920000000,323.6000000000,1.2000000000,1.1000000000,2004/09/20,"1237",Aqua,MODIS,78,"6.03",298.2000000000,20.2000000000,D,0
"MULTIPOINT ((4.7195 36.6949))",36.6949000000,4.7195000000,314.4000000000,2.1000000000,1.4000000000,2004/09/21,"1320",Aqua,MODIS,42,"6.03",298.5000000000,16.1000000000,D,0
"MULTIPOINT ((4.577 36.5787))",36.5787000000,4.5770000000,318.5000000000,1.2000000000,1.1000000000,2004/09/22,"1048",Terra,MODIS,55,"6.03",301.4000000000,10.8000000000,D,0
"MULTIPOINT ((4.6028 36.7315))",36.7315000000,4.6028000000,314.4000000000,1.0000000000,1.0000000000,2004/09/24,"1036",Terra,MODIS,38,"6.03",301.9000000000,7.2000000000,D,0
"MULTIPOINT ((4.5475 36.5215))",36.5215000000,4.5475000000,325.8000000000,1.1000000000,1.0000000000,2004/10/01,"1042",Terra,MODIS,76,"6.03",305.2000000000,16.8000000000,D,0
"MULTIPOINT ((4.5353 36.5235))",36.5235000000,4.5353000000,328.1000000000,1.1000000000,1.0000000000,2004/10/01,"1042",Terra,MODIS,79,"6.03",305.5000000000,20.5000000000,D,0
"MULTIPOINT ((4.9618 36.7364))",36.7364000000,4.9618000000,325.9000000000,1.0000000000,1.0000000000,2004/10/04,"1249",Aqua,MODIS,78,"6.03",305.1000000000,15.4000000000,D,0
"MULTIPOINT ((4.8494 36.8578))",36.8578000000,4.8494000000,334.5000000000,1.0000000000,1.0000000000,2004/10/04,"1249",Aqua,MODIS,81,"6.03",302.0000000000,27.7000000000,D,0
"MULTIPOINT ((4.9257 36.8229))",36.8229000000,4.9257000000,324.8000000000,1.0000000000,1.0000000000,2004/10/04,"1249",Aqua,MODIS,72,"6.03",302.6000000000,15.3000000000,D,0
"MULTIPOINT ((4.9729 36.7379))",36.7379000000,4.9729000000,347.3000000000,1.0000000000,1.0000000000,2004/10/04,"1249",Aqua,MODIS,94,"6.03",305.5000000000,48.8000000000,D,0
"MULTIPOINT ((4.7402 36.4913))",36.4913000000,4.7402000000,343.8000000000,1.0000000000,1.0000000000,2004/10/04,"1249",Aqua,MODIS,91,"6.03",308.4000000000,38.6000000000,D,0
"MULTIPOINT ((4.7292 36.4897))",36.4897000000,4.7292000000,325.2000000000,1.0000000000,1.0000000000,2004/10/04,"1249",Aqua,MODIS,69,"6.03",308.4000000000,11.2000000000,D,0
"MULTIPOINT ((5.2133 36.6334))",36.6334000000,5.2133000000,320.2000000000,1.0000000000,1.0000000000,2004/10/04,"1249",Aqua,MODIS,68,"6.03",303.1000000000,9.8000000000,D,0
"MULTIPOINT ((5.2023 36.6318))",36.6318000000,5.2023000000,373.0000000000,1.0000000000,1.0000000000,2004/10/04,"1249",Aqua,MODIS,100,"6.03",306.7000000000,118.8000000000,D,0
"MULTIPOINT ((4.9024 36.5984))",36.5984000000,4.9024000000,320.8000000000,1.0000000000,1.0000000000,2004/10/04,"1249",Aqua,MODIS,68,"6.03",304.6000000000,6.6000000000,D,0
"MULTIPOINT ((5.2644 36.6064))",36.6064000000,5.2644000000,304.9000000000,1.6000000000,1.2000000000,2004/10/05,"2120",Terra,MODIS,62,"6.03",294.8000000000,10.2000000000,N,0
"MULTIPOINT ((5.3882 36.6199))",36.6199000000,5.3882000000,317.9000000000,1.1000000000,1.1000000000,2004/10/06,"1237",Aqua,MODIS,62,"6.03",304.9000000000,10.3000000000,D,0
"MULTIPOINT ((5.311 36.5778))",36.5778000000,5.3110000000,307.3000000000,2.4000000000,1.5000000000,2004/10/07,"2108",Terra,MODIS,71,"6.03",293.0000000000,24.1000000000,N,0
"MULTIPOINT ((5.3337 36.5829))",36.5829000000,5.3337000000,304.3000000000,2.4000000000,1.5000000000,2004/10/07,"2108",Terra,MODIS,59,"6.03",293.5000000000,16.6000000000,N,0
"MULTIPOINT ((5.3223 36.5859))",36.5859000000,5.3223000000,315.5000000000,1.2000000000,1.1000000000,2004/10/08,"0122",Aqua,MODIS,91,"6.03",292.6000000000,17.4000000000,N,0
"MULTIPOINT ((5.3246 36.5958))",36.5958000000,5.3246000000,302.1000000000,1.2000000000,1.1000000000,2004/10/08,"0122",Aqua,MODIS,44,"6.03",291.6000000000,4.5000000000,N,0
"MULTIPOINT ((5.0061 36.7837))",36.7837000000,5.0061000000,307.5000000000,1.3000000000,1.1000000000,2004/10/08,"0122",Aqua,MODIS,72,"6.03",295.6000000000,8.4000000000,N,0
"MULTIPOINT ((5.0184 36.7878))",36.7878000000,5.0184000000,328.1000000000,1.3000000000,1.1000000000,2004/10/08,"1048",Terra,MODIS,60,"6.03",303.6000000000,23.7000000000,D,0
"MULTIPOINT ((5.0018 36.7805))",36.7805000000,5.0018000000,348.4000000000,1.3000000000,1.1000000000,2004/10/08,"1048",Terra,MODIS,94,"6.03",305.6000000000,70.3000000000,D,0
"MULTIPOINT ((5.0153 36.778))",36.7780000000,5.0153000000,336.0000000000,1.3000000000,1.1000000000,2004/10/08,"1048",Terra,MODIS,86,"6.03",305.4000000000,39.1000000000,D,0
"MULTIPOINT ((4.9873 36.7518))",36.7518000000,4.9873000000,319.5000000000,1.3000000000,1.1000000000,2004/10/08,"1048",Terra,MODIS,68,"6.03",304.2000000000,12.0000000000,D,0
"MULTIPOINT ((4.5708 36.5785))",36.5785000000,4.5708000000,320.3000000000,1.2000000000,1.1000000000,2004/10/08,"1048",Terra,MODIS,69,"6.03",302.5000000000,12.9000000000,D,0
