WKT,LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,TYPE
"MULTIPOINT ((4.7912 36.7685))",36.7685000000,4.7912000000,366.7000000000,1.7000000000,1.3000000000,2012/08/03,"1316",Aqua,MODIS,100,"6.03",310.7000000000,201.0000000000,D,0
"MULTIPOINT ((4.7719 36.7667))",36.7667000000,4.7719000000,336.0000000000,1.7000000000,1.3000000000,2012/08/03,"1316",Aqua,MODIS,82,"6.03",309.3000000000,48.7000000000,D,0
"MULTIPOINT ((4.824 36.7948))",36.7948000000,4.8240000000,328.9000000000,1.7000000000,1.3000000000,2012/08/03,"1316",Aqua,MODIS,71,"6.03",307.1000000000,31.9000000000,D,0
"MULTIPOINT ((4.8053 36.7932))",36.7932000000,4.8053000000,325.6000000000,1.7000000000,1.3000000000,2012/08/03,"1316",Aqua,MODIS,60,"6.03",307.5000000000,22.4000000000,D,0
"MULTIPOINT ((4.8125 36.7948))",36.7948000000,4.8125000000,329.0000000000,1.1000000000,1.0000000000,2012/08/04,"1042",Terra,MODIS,74,"6.03",305.1000000000,19.9000000000,D,0
"MULTIPOINT ((4.6083 36.6617))",36.6617000000,4.6083000000,334.0000000000,1.1000000000,1.0000000000,2012/08/04,"1042",Terra,MODIS,75,"6.03",304.7000000000,25.5000000000,D,0
"MULTIPOINT ((4.5948 36.6544))",36.6544000000,4.5948000000,326.9000000000,1.1000000000,1.0000000000,2012/08/04,"1042",Terra,MODIS,59,"6.03",308.1000000000,16.3000000000,D,0
"MULTIPOINT ((4.5777 36.6116))",36.6116000000,4.5777000000,326.4000000000,1.1000000000,1.0000000000,2012/08/04,"1042",Terra,MODIS,35,"6.03",310.5000000000,11.8000000000,D,0
"MULTIPOINT ((4.8257 36.7556))",36.7556000000,4.8257000000,308.1000000000,1.5000000000,1.2000000000,2012/08/05,"0200",Aqua,MODIS,73,"6.03",296.8000000000,8.7000000000,N,0
"MULTIPOINT ((4.6811 36.6893))",36.6893000000,4.6811000000,304.8000000000,1.4000000000,1.2000000000,2012/08/05,"0200",Aqua,MODIS,62,"6.03",294.6000000000,6.8000000000,N,0
"MULTIPOINT ((4.6516 36.7397))",36.7397000000,4.6516000000,316.6000000000,4.2000000000,1.9000000000,2012/08/05,"1125",Terra,MODIS,63,"6.03",297.4000000000,39.4000000000,D,0
"MULTIPOINT ((4.4165 36.3322))",36.3322000000,4.4165000000,328.3000000000,4.2000000000,1.9000000000,2012/08/05,"1125",Terra,MODIS,61,"6.03",302.3000000000,100.9000000000,D,0
"MULTIPOINT ((5.2565 36.5659))",36.5659000000,5.2565000000,328.5000000000,1.2000000000,1.1000000000,2012/08/05,"1303",Aqua,MODIS,63,"6.03",307.3000000000,16.7000000000,D,0
"MULTIPOINT ((5.2635 36.5686))",36.5686000000,5.2635000000,325.1000000000,1.2000000000,1.1000000000,2012/08/05,"1303",Aqua,MODIS,52,"6.03",305.9000000000,11.9000000000,D,0
"MULTIPOINT ((5.4107 36.6051))",36.6051000000,5.4107000000,326.4000000000,1.3000000000,1.1000000000,2012/08/05,"1303",Aqua,MODIS,63,"6.03",303.3000000000,17.5000000000,D,0
"MULTIPOINT ((5.0397 36.603))",36.6030000000,5.0397000000,330.1000000000,1.2000000000,1.1000000000,2012/08/05,"1303",Aqua,MODIS,72,"6.03",304.6000000000,22.3000000000,D,0
"MULTIPOINT ((4.6702 36.6797))",36.6797000000,4.6702000000,335.2000000000,1.2000000000,1.1000000000,2012/08/05,"1304",Aqua,MODIS,81,"6.03",306.8000000000,27.6000000000,D,0
"MULTIPOINT ((4.6575 36.6782))",36.6782000000,4.6575000000,328.6000000000,1.2000000000,1.1000000000,2012/08/05,"1304",Aqua,MODIS,62,"6.03",304.6000000000,17.4000000000,D,0
"MULTIPOINT ((4.7543 36.8411))",36.8411000000,4.7543000000,342.7000000000,1.0000000000,1.0000000000,2012/08/06,"1030",Terra,MODIS,85,"6.03",298.7000000000,44.9000000000,D,0
"MULTIPOINT ((4.7883 36.7808))",36.7808000000,4.7883000000,394.6000000000,1.0000000000,1.0000000000,2012/08/06,"1030",Terra,MODIS,94,"6.03",281.4000000000,227.5000000000,D,0
"MULTIPOINT ((4.7997 36.7793))",36.7793000000,4.7997000000,375.8000000000,1.0000000000,1.0000000000,2012/08/06,"1030",Terra,MODIS,94,"6.03",277.1000000000,139.4000000000,D,0
"MULTIPOINT ((4.7866 36.7718))",36.7718000000,4.7866000000,341.0000000000,1.0000000000,1.0000000000,2012/08/06,"1030",Terra,MODIS,88,"6.03",281.7000000000,42.2000000000,D,0
"MULTIPOINT ((4.7978 36.7703))",36.7703000000,4.7978000000,332.6000000000,1.0000000000,1.0000000000,2012/08/06,"1030",Terra,MODIS,80,"6.03",279.6000000000,29.5000000000,D,0
"MULTIPOINT ((4.5873 36.7441))",36.7441000000,4.5873000000,331.8000000000,1.0000000000,1.0000000000,2012/08/06,"1030",Terra,MODIS,78,"6.03",307.3000000000,18.7000000000,D,0
"MULTIPOINT ((5.0431 36.6168))",36.6168000000,5.0431000000,323.0000000000,1.0000000000,1.0000000000,2012/08/06,"1030",Terra,MODIS,24,"6.03",308.5000000000,7.7000000000,D,0
"MULTIPOINT ((5.0542 36.6152))",36.6152000000,5.0542000000,328.8000000000,1.0000000000,1.0000000000,2012/08/06,"1030",Terra,MODIS,66,"6.03",310.1000000000,14.3000000000,D,0
"MULTIPOINT ((4.7846 36.7802))",36.7802000000,4.7846000000,333.8000000000,3.2000000000,1.7000000000,2012/08/06,"1209",Aqua,MODIS,86,"6.03",298.5000000000,146.4000000000,D,0
"MULTIPOINT ((4.5775 36.7302))",36.7302000000,4.5775000000,340.6000000000,3.4000000000,1.7000000000,2012/08/06,"1209",Aqua,MODIS,90,"6.03",301.6000000000,205.8000000000,D,0
"MULTIPOINT ((4.8163 36.7869))",36.7869000000,4.8163000000,321.5000000000,3.2000000000,1.7000000000,2012/08/06,"1209",Aqua,MODIS,67,"6.03",298.4000000000,63.3000000000,D,0
"MULTIPOINT ((4.7779 36.7774))",36.7774000000,4.7779000000,328.6000000000,3.2000000000,1.7000000000,2012/08/06,"1209",Aqua,MODIS,82,"6.03",299.0000000000,109.0000000000,D,0
"MULTIPOINT ((4.5719 36.7264))",36.7264000000,4.5719000000,326.4000000000,3.4000000000,1.7000000000,2012/08/06,"1209",Aqua,MODIS,75,"6.03",301.0000000000,83.4000000000,D,0
"MULTIPOINT ((4.5639 36.7407))",36.7407000000,4.5639000000,319.4000000000,3.4000000000,1.7000000000,2012/08/06,"1209",Aqua,MODIS,63,"6.03",300.5000000000,43.0000000000,D,0
"MULTIPOINT ((4.8277 36.7746))",36.7746000000,4.8277000000,316.6000000000,3.2000000000,1.7000000000,2012/08/06,"1209",Aqua,MODIS,48,"6.03",299.1000000000,35.8000000000,D,0
"MULTIPOINT ((4.7913 36.7658))",36.7658000000,4.7913000000,352.8000000000,3.2000000000,1.7000000000,2012/08/06,"1209",Aqua,MODIS,96,"6.03",301.1000000000,335.7000000000,D,0
"MULTIPOINT ((5.2132 36.5773))",36.5773000000,5.2132000000,300.1000000000,1.1000000000,1.1000000000,2012/08/06,"2133",Terra,MODIS,15,"6.03",290.1000000000,3.5000000000,N,0
"MULTIPOINT ((5.2222 36.5729))",36.5729000000,5.2222000000,307.3000000000,1.1000000000,1.0000000000,2012/08/07,"0148",Aqua,MODIS,41,"6.03",293.5000000000,7.2000000000,N,0
"MULTIPOINT ((5.1519 36.5848))",36.5848000000,5.1519000000,314.7000000000,1.1000000000,1.0000000000,2012/08/07,"0148",Aqua,MODIS,90,"6.03",291.0000000000,15.1000000000,N,0
"MULTIPOINT ((5.2373 36.5801))",36.5801000000,5.2373000000,308.9000000000,1.1000000000,1.0000000000,2012/08/07,"0148",Aqua,MODIS,58,"6.03",293.6000000000,8.6000000000,N,0
"MULTIPOINT ((5.2262 36.5819))",36.5819000000,5.2262000000,306.7000000000,1.1000000000,1.0000000000,2012/08/07,"0148",Aqua,MODIS,47,"6.03",292.0000000000,7.0000000000,N,0
"MULTIPOINT ((5.2157 36.5674))",36.5674000000,5.2157000000,328.4000000000,1.0000000000,1.0000000000,2012/08/07,"1251",Aqua,MODIS,44,"6.03",309.6000000000,11.0000000000,D,0
"MULTIPOINT ((4.8001 36.7674))",36.7674000000,4.8001000000,331.5000000000,1.0000000000,1.0000000000,2012/08/07,"1251",Aqua,MODIS,81,"6.03",284.6000000000,24.0000000000,D,0
"MULTIPOINT ((5.2092 36.581))",36.5810000000,5.2092000000,313.5000000000,2.3000000000,1.5000000000,2012/08/07,"2216",Terra,MODIS,85,"6.03",292.1000000000,41.4000000000,N,0
"MULTIPOINT ((5.2324 36.5827))",36.5827000000,5.2324000000,311.8000000000,2.3000000000,1.5000000000,2012/08/07,"2216",Terra,MODIS,68,"6.03",283.3000000000,36.7000000000,N,0
"MULTIPOINT ((4.7996 36.798))",36.7980000000,4.7996000000,305.7000000000,4.0000000000,1.9000000000,2012/08/08,"0053",Aqua,MODIS,65,"6.03",294.4000000000,27.1000000000,N,0
"MULTIPOINT ((4.8037 36.7873))",36.7873000000,4.8037000000,306.8000000000,4.0000000000,1.9000000000,2012/08/08,"0053",Aqua,MODIS,69,"6.03",294.1000000000,33.0000000000,N,0
"MULTIPOINT ((4.8081 36.776))",36.7760000000,4.8081000000,310.9000000000,4.3000000000,1.9000000000,2012/08/08,"0231",Aqua,MODIS,73,"6.03",295.4000000000,58.7000000000,N,0
"MULTIPOINT ((4.8001 36.7745))",36.7745000000,4.8001000000,308.4000000000,4.3000000000,1.9000000000,2012/08/08,"0231",Aqua,MODIS,60,"6.03",294.9000000000,44.0000000000,N,0
"MULTIPOINT ((4.8405 36.7641))",36.7641000000,4.8405000000,307.2000000000,4.3000000000,1.9000000000,2012/08/08,"0231",Aqua,MODIS,49,"6.03",295.5000000000,41.2000000000,N,0
"MULTIPOINT ((5.2352 36.5873))",36.5873000000,5.2352000000,305.6000000000,4.6000000000,2.0000000000,2012/08/08,"0231",Aqua,MODIS,33,"6.03",294.2000000000,39.3000000000,N,0
"MULTIPOINT ((5.231 36.5862))",36.5862000000,5.2310000000,305.6000000000,4.6000000000,2.0000000000,2012/08/08,"0231",Aqua,MODIS,12,"6.03",294.3000000000,36.2000000000,N,0
"MULTIPOINT ((5.2215 36.5723))",36.5723000000,5.2215000000,305.5000000000,4.6000000000,2.0000000000,2012/08/08,"0231",Aqua,MODIS,31,"6.03",292.9000000000,39.2000000000,N,0
"MULTIPOINT ((4.823 36.7711))",36.7711000000,4.8230000000,340.2000000000,1.3000000000,1.1000000000,2012/08/08,"1018",Terra,MODIS,78,"6.03",295.7000000000,48.9000000000,D,0
"MULTIPOINT ((4.8063 36.7625))",36.7625000000,4.8063000000,335.4000000000,1.3000000000,1.1000000000,2012/08/08,"1018",Terra,MODIS,79,"6.03",291.4000000000,33.0000000000,D,0
"MULTIPOINT ((4.8217 36.7608))",36.7608000000,4.8217000000,348.2000000000,1.3000000000,1.1000000000,2012/08/08,"1018",Terra,MODIS,92,"6.03",296.0000000000,68.2000000000,D,0
"MULTIPOINT ((5.0166 36.6272))",36.6272000000,5.0166000000,359.0000000000,1.3000000000,1.1000000000,2012/08/08,"1018",Terra,MODIS,99,"6.03",314.8000000000,95.2000000000,D,0
"MULTIPOINT ((5.0303 36.6257))",36.6257000000,5.0303000000,378.9000000000,1.3000000000,1.1000000000,2012/08/08,"1018",Terra,MODIS,100,"6.03",317.8000000000,190.7000000000,D,0
"MULTIPOINT ((5.0447 36.624))",36.6240000000,5.0447000000,331.1000000000,1.3000000000,1.1000000000,2012/08/08,"1018",Terra,MODIS,62,"6.03",314.3000000000,17.6000000000,D,0
"MULTIPOINT ((5.268 36.5479))",36.5479000000,5.2680000000,333.7000000000,1.3000000000,1.1000000000,2012/08/08,"1018",Terra,MODIS,74,"6.03",313.5000000000,22.5000000000,D,0
"MULTIPOINT ((5.4244 36.5504))",36.5504000000,5.4244000000,324.1000000000,4.6000000000,2.0000000000,2012/08/08,"1156",Aqua,MODIS,77,"6.03",304.6000000000,93.0000000000,D,0
"MULTIPOINT ((5.4286 36.5509))",36.5509000000,5.4286000000,325.1000000000,4.6000000000,2.0000000000,2012/08/08,"1156",Aqua,MODIS,78,"6.03",304.7000000000,99.1000000000,D,0
"MULTIPOINT ((4.846 36.7738))",36.7738000000,4.8460000000,326.8000000000,3.4000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,69,"6.03",303.3000000000,84.4000000000,D,0
"MULTIPOINT ((5.0336 36.6121))",36.6121000000,5.0336000000,353.8000000000,3.5000000000,1.8000000000,2012/08/08,"1334",Aqua,MODIS,96,"6.03",306.6000000000,358.3000000000,D,0
"MULTIPOINT ((4.9948 36.6099))",36.6099000000,4.9948000000,327.6000000000,3.5000000000,1.8000000000,2012/08/08,"1334",Aqua,MODIS,63,"6.03",305.6000000000,73.7000000000,D,0
"MULTIPOINT ((4.9512 36.5688))",36.5688000000,4.9512000000,324.7000000000,3.5000000000,1.8000000000,2012/08/08,"1334",Aqua,MODIS,45,"6.03",307.1000000000,48.6000000000,D,0
"MULTIPOINT ((5.0314 36.6046))",36.6046000000,5.0314000000,327.9000000000,3.5000000000,1.8000000000,2012/08/08,"1334",Aqua,MODIS,67,"6.03",304.7000000000,82.3000000000,D,0
"MULTIPOINT ((5.0264 36.6203))",36.6203000000,5.0264000000,354.3000000000,3.5000000000,1.8000000000,2012/08/08,"1334",Aqua,MODIS,96,"6.03",307.0000000000,370.7000000000,D,0
"MULTIPOINT ((4.9896 36.6183))",36.6183000000,4.9896000000,328.4000000000,3.5000000000,1.8000000000,2012/08/08,"1334",Aqua,MODIS,70,"6.03",307.3000000000,83.7000000000,D,0
"MULTIPOINT ((4.6774 36.664))",36.6640000000,4.6774000000,382.2000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,100,"6.03",307.6000000000,855.7000000000,D,0
"MULTIPOINT ((4.6323 36.6613))",36.6613000000,4.6323000000,338.2000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,84,"6.03",304.9000000000,155.7000000000,D,0
"MULTIPOINT ((4.7105 36.6629))",36.6629000000,4.7105000000,327.2000000000,3.4000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,69,"6.03",303.1000000000,63.6000000000,D,0
"MULTIPOINT ((4.6691 36.6607))",36.6607000000,4.6691000000,371.4000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,100,"6.03",305.6000000000,618.8000000000,D,0
"MULTIPOINT ((4.6636 36.676))",36.6760000000,4.6636000000,349.1000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,94,"6.03",306.9000000000,273.3000000000,D,0
"MULTIPOINT ((4.8191 36.7158))",36.7158000000,4.8191000000,331.9000000000,3.4000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,74,"6.03",305.3000000000,115.4000000000,D,0
"MULTIPOINT ((4.6211 36.7359))",36.7359000000,4.6211000000,350.1000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,94,"6.03",304.2000000000,279.2000000000,D,0
"MULTIPOINT ((4.5871 36.7339))",36.7339000000,4.5871000000,383.4000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,100,"6.03",314.4000000000,875.2000000000,D,0
"MULTIPOINT ((4.588 36.7495))",36.7495000000,4.5880000000,363.3000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,100,"6.03",312.2000000000,460.6000000000,D,0
"MULTIPOINT ((4.5525 36.7474))",36.7474000000,4.5525000000,332.2000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,73,"6.03",310.4000000000,93.1000000000,D,0
"MULTIPOINT ((4.8493 36.7805))",36.7805000000,4.8493000000,324.1000000000,3.4000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,61,"6.03",304.3000000000,67.0000000000,D,0
"MULTIPOINT ((4.8133 36.7784))",36.7784000000,4.8133000000,371.0000000000,3.4000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,87,"6.03",309.1000000000,646.3000000000,D,0
"MULTIPOINT ((4.7776 36.7763))",36.7763000000,4.7776000000,361.0000000000,3.4000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,75,"6.03",307.5000000000,457.1000000000,D,0
"MULTIPOINT ((4.5821 36.7289))",36.7289000000,4.5821000000,338.3000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,86,"6.03",310.6000000000,150.4000000000,D,0
"MULTIPOINT ((4.5833 36.7444))",36.7444000000,4.5833000000,385.0000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,100,"6.03",315.7000000000,912.8000000000,D,0
"MULTIPOINT ((4.5475 36.7425))",36.7425000000,4.5475000000,327.8000000000,3.3000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,70,"6.03",310.1000000000,66.8000000000,D,0
"MULTIPOINT ((4.7736 36.7858))",36.7858000000,4.7736000000,353.2000000000,3.4000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,96,"6.03",306.8000000000,347.7000000000,D,0
"MULTIPOINT ((4.8065 36.7875))",36.7875000000,4.8065000000,367.3000000000,3.4000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,100,"6.03",308.7000000000,576.3000000000,D,0
"MULTIPOINT ((4.7723 36.77))",36.7700000000,4.7723000000,326.1000000000,3.4000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,45,"6.03",302.6000000000,78.4000000000,D,0
"MULTIPOINT ((4.8097 36.772))",36.7720000000,4.8097000000,344.0000000000,3.4000000000,1.7000000000,2012/08/08,"1334",Aqua,MODIS,79,"6.03",304.5000000000,234.7000000000,D,0
"MULTIPOINT ((5.0489 36.5757))",36.5757000000,5.0489000000,305.3000000000,1.7000000000,1.3000000000,2012/08/08,"2121",Terra,MODIS,57,"6.03",294.4000000000,8.7000000000,N,0
"MULTIPOINT ((5.4498 36.5607))",36.5607000000,5.4498000000,305.3000000000,1.6000000000,1.2000000000,2012/08/08,"2121",Terra,MODIS,56,"6.03",294.0000000000,8.7000000000,N,0
"MULTIPOINT ((5.0323 36.6195))",36.6195000000,5.0323000000,309.0000000000,1.7000000000,1.3000000000,2012/08/08,"2121",Terra,MODIS,58,"6.03",295.0000000000,11.9000000000,N,0
"MULTIPOINT ((5.0138 36.6158))",36.6158000000,5.0138000000,321.0000000000,1.7000000000,1.3000000000,2012/08/08,"2121",Terra,MODIS,100,"6.03",295.7000000000,33.2000000000,N,0
"MULTIPOINT ((4.9956 36.6123))",36.6123000000,4.9956000000,308.1000000000,1.7000000000,1.3000000000,2012/08/08,"2121",Terra,MODIS,42,"6.03",295.3000000000,10.3000000000,N,0
"MULTIPOINT ((5.0297 36.6307))",36.6307000000,5.0297000000,312.5000000000,1.7000000000,1.3000000000,2012/08/08,"2121",Terra,MODIS,83,"6.03",295.7000000000,17.0000000000,N,0
"MULTIPOINT ((5.0123 36.6273))",36.6273000000,5.0123000000,309.4000000000,1.7000000000,1.3000000000,2012/08/08,"2121",Terra,MODIS,65,"6.03",295.5000000000,11.9000000000,N,0
"MULTIPOINT ((5.0241 36.629))",36.6290000000,5.0241000000,314.3000000000,1.7000000000,1.3000000000,2012/08/08,"2121",Terra,MODIS,74,"6.03",295.5000000000,18.9000000000,N,0
"MULTIPOINT ((4.7526 36.8331))",36.8331000000,4.7526000000,310.7000000000,1.7000000000,1.3000000000,2012/08/08,"2121",Terra,MODIS,80,"6.03",295.7000000000,17.9000000000,N,0
"MULTIPOINT ((5.4551 36.5503))",36.5503000000,5.4551000000,316.3000000000,1.6000000000,1.2000000000,2012/08/08,"2121",Terra,MODIS,92,"6.03",293.9000000000,24.5000000000,N,0
"MULTIPOINT ((4.7548 36.8412))",36.8412000000,4.7548000000,318.6000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,97,"6.03",296.9000000000,16.1000000000,N,0
"MULTIPOINT ((4.8216 36.7949))",36.7949000000,4.8216000000,310.7000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,21,"6.03",296.5000000000,6.4000000000,N,0
"MULTIPOINT ((4.7836 36.7261))",36.7261000000,4.7836000000,331.3000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,100,"6.03",299.9000000000,28.6000000000,N,0
"MULTIPOINT ((4.7949 36.7246))",36.7246000000,4.7949000000,333.1000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,100,"6.03",299.5000000000,31.2000000000,N,0
"MULTIPOINT ((4.6796 36.7045))",36.7045000000,4.6796000000,312.6000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,84,"6.03",296.9000000000,9.0000000000,N,0
"MULTIPOINT ((4.6912 36.7029))",36.7029000000,4.6912000000,313.4000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,86,"6.03",296.9000000000,9.6000000000,N,0
"MULTIPOINT ((5.0358 36.6368))",36.6368000000,5.0358000000,311.1000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,81,"6.03",297.3000000000,7.4000000000,N,0
"MULTIPOINT ((5.0228 36.6294))",36.6294000000,5.0228000000,329.9000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,100,"6.03",297.5000000000,25.6000000000,N,0
"MULTIPOINT ((5.034 36.6279))",36.6279000000,5.0340000000,313.9000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,49,"6.03",296.2000000000,8.8000000000,N,0
"MULTIPOINT ((5.0209 36.6205))",36.6205000000,5.0209000000,316.6000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,75,"6.03",296.0000000000,11.6000000000,N,0
"MULTIPOINT ((5.4542 36.5593))",36.5593000000,5.4542000000,308.9000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,75,"6.03",294.6000000000,6.8000000000,N,0
"MULTIPOINT ((5.0076 36.6131))",36.6131000000,5.0076000000,309.9000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,77,"6.03",295.9000000000,7.1000000000,N,0
"MULTIPOINT ((5.0188 36.6115))",36.6115000000,5.0188000000,309.4000000000,1.0000000000,1.0000000000,2012/08/09,"0136",Aqua,MODIS,76,"6.03",295.2000000000,6.7000000000,N,0
"MULTIPOINT ((4.8091 36.7924))",36.7924000000,4.8091000000,330.7000000000,1.8000000000,1.3000000000,2012/08/09,"1100",Terra,MODIS,74,"6.03",310.2000000000,40.6000000000,D,0
"MULTIPOINT ((4.7851 36.7279))",36.7279000000,4.7851000000,327.4000000000,1.8000000000,1.3000000000,2012/08/09,"1100",Terra,MODIS,66,"6.03",307.1000000000,29.7000000000,D,0
"MULTIPOINT ((4.7903 36.8448))",36.8448000000,4.7903000000,326.2000000000,1.8000000000,1.3000000000,2012/08/09,"1100",Terra,MODIS,65,"6.03",303.1000000000,34.5000000000,D,0
"MULTIPOINT ((5.1498 36.5716))",36.5716000000,5.1498000000,347.9000000000,1.9000000000,1.3000000000,2012/08/09,"1101",Terra,MODIS,92,"6.03",303.4000000000,117.9000000000,D,0
"MULTIPOINT ((4.7703 36.5885))",36.5885000000,4.7703000000,330.2000000000,1.8000000000,1.3000000000,2012/08/09,"1101",Terra,MODIS,71,"6.03",309.2000000000,34.4000000000,D,0
"MULTIPOINT ((4.7631 36.5815))",36.5815000000,4.7631000000,326.3000000000,1.8000000000,1.3000000000,2012/08/09,"1101",Terra,MODIS,58,"6.03",309.4000000000,24.5000000000,D,0
"MULTIPOINT ((4.7848 36.5772))",36.5772000000,4.7848000000,324.0000000000,1.8000000000,1.3000000000,2012/08/09,"1101",Terra,MODIS,28,"6.03",307.5000000000,18.3000000000,D,0
"MULTIPOINT ((5.4442 36.5573))",36.5573000000,5.4442000000,328.4000000000,1.1000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,50,"6.03",312.8000000000,12.9000000000,D,0
"MULTIPOINT ((5.4315 36.5552))",36.5552000000,5.4315000000,340.7000000000,1.1000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,84,"6.03",313.6000000000,33.7000000000,D,0
"MULTIPOINT ((5.2453 36.568))",36.5680000000,5.2453000000,328.2000000000,1.1000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,60,"6.03",311.8000000000,11.5000000000,D,0
"MULTIPOINT ((5.1511 36.5717))",36.5717000000,5.1511000000,356.8000000000,1.1000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,98,"6.03",309.7000000000,76.1000000000,D,0
"MULTIPOINT ((5.1388 36.5697))",36.5697000000,5.1388000000,338.0000000000,1.1000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,82,"6.03",309.2000000000,30.7000000000,D,0
"MULTIPOINT ((5.0046 36.6011))",36.6011000000,5.0046000000,349.4000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,93,"6.03",309.6000000000,51.3000000000,D,0
"MULTIPOINT ((5.0025 36.6106))",36.6106000000,5.0025000000,388.4000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,100,"6.03",317.9000000000,210.9000000000,D,0
"MULTIPOINT ((4.99 36.6085))",36.6085000000,4.9900000000,361.1000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,100,"6.03",313.0000000000,87.1000000000,D,0
"MULTIPOINT ((4.7733 36.5812))",36.5812000000,4.7733000000,326.1000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,57,"6.03",310.6000000000,10.2000000000,D,0
"MULTIPOINT ((5.0235 36.6339))",36.6339000000,5.0235000000,378.0000000000,1.1000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,100,"6.03",311.5000000000,157.2000000000,D,0
"MULTIPOINT ((5.0116 36.6318))",36.6318000000,5.0116000000,369.4000000000,1.1000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,100,"6.03",312.6000000000,119.6000000000,D,0
"MULTIPOINT ((4.8329 36.6014))",36.6014000000,4.8329000000,325.0000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,53,"6.03",310.6000000000,7.3000000000,D,0
"MULTIPOINT ((4.685 36.6883))",36.6883000000,4.6850000000,344.6000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,89,"6.03",309.7000000000,45.9000000000,D,0
"MULTIPOINT ((4.6823 36.6978))",36.6978000000,4.6823000000,324.4000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,36,"6.03",309.7000000000,8.2000000000,D,0
"MULTIPOINT ((4.7939 36.7268))",36.7268000000,4.7939000000,331.4000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,74,"6.03",310.4000000000,18.0000000000,D,0
"MULTIPOINT ((4.7811 36.7246))",36.7246000000,4.7811000000,349.1000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,93,"6.03",312.9000000000,55.9000000000,D,0
"MULTIPOINT ((4.6384 36.7338))",36.7338000000,4.6384000000,339.1000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,84,"6.03",311.7000000000,32.6000000000,D,0
"MULTIPOINT ((4.6257 36.7316))",36.7316000000,4.6257000000,330.8000000000,1.2000000000,1.1000000000,2012/08/09,"1239",Aqua,MODIS,55,"6.03",310.6000000000,16.0000000000,D,0
